Search_Term,Upload_Date,Media_Type,Search_Duration,Search_Features,Search_Sort_By,Search_Count,Report_Path
NASA,This week,Video,Under 4 minutes,None,Upload date,4,YouTube_Scraper/Logs/YouTube_Scraper_Log_09_03_2022_18_27.csv
