Search_Term,Upload_Date,Media_Type,Search_Duration,Search_Features,Search_Sort_By,Search_Count,Report_Path
China,This week,Video,Under 4 minutes,Live,Upload date,4,YouTube_Scraper/Logs/YouTube_Scraper_Log_09_04_2022_17_48.csv
