Search_Term,Email_Address,Upload_Date,Media_Type,Search_Duration,Search_Features,Search_Sort_By,Search_Count,Report_Path
,,50,50,50,100,25,0,YouTube_Scraper/Logs/YouTube_Scraper_Log_09_15_2022_18_25.csv
