Search_Term,Upload_Date,Media_Type,Search_Duration,Search_Features,Search_Sort_By,Search_Count,Report_Path
FBI Raid,Today,Video,Under 4 minutes,None,Upload date,4,C:\Users\jepeterson\Desktop
