Search_Term,Upload_Date,Media_Type,Search_Duration,Search_Features,Search_Sort_By,Report_Path
Russia Ukraine,This Week,Playlist,Under 4 Minutes,Subtitles/CC,Upload Date,C:\Users\jrpete\Desktop
