Search_Term,Upload_Date,Media_Type,Search_Duration,Search_Features,Search_Sort_By,Report_Path
This is a test,This Week,Playlist,Under 4 Minutes,Creative Commons,Upload Date,C:\Users\jrpete\Desktop
