Search_Term,Upload_Date,Media_Type,Search_Duration,Search_Features,Search_Sort_By,Report_Path
Russia Ukraine,This Month,Playlist,4 - 20 Minutess,HDR,Upload Date,C:\Users\jrpete\Desktop
