Search_Term,Upload_Date,Media_Type,Search_Duration,Search_Features,Search_Sort_By,Report_Path
Ukraine Russia,This Year,Playlist,Over 20 Minutes,HDR,Upload Date,C:\Users\jrpete\Desktop
